"","clustsize","category"
"3302",1,"All clusters"
"3303",1,"All clusters"
"3304",1,"All clusters"
"3305",1,"All clusters"
"3306",1,"All clusters"
"3307",1,"All clusters"
"3308",1,"All clusters"
"3309",1,"All clusters"
"3310",1,"All clusters"
"3311",1,"All clusters"
"3312",1,"All clusters"
"3313",1,"All clusters"
"3314",1,"All clusters"
"3315",1,"All clusters"
"3316",1,"All clusters"
"3317",1,"All clusters"
"3318",1,"All clusters"
"3319",1,"All clusters"
"3320",1,"All clusters"
"3321",1,"All clusters"
"3322",1,"All clusters"
"3323",1,"All clusters"
"3324",1,"All clusters"
"3325",1,"All clusters"
"3326",1,"All clusters"
"3327",1,"All clusters"
"3328",1,"All clusters"
"3329",1,"All clusters"
"3330",1,"All clusters"
"3331",1,"All clusters"
"3332",1,"All clusters"
"3333",1,"All clusters"
"3334",1,"All clusters"
"3335",1,"All clusters"
"3336",1,"All clusters"
"3337",1,"All clusters"
"3338",1,"All clusters"
"3339",1,"All clusters"
"3340",1,"All clusters"
"3341",1,"All clusters"
"3342",1,"All clusters"
"3343",1,"All clusters"
"3344",1,"All clusters"
"3345",1,"All clusters"
"3346",1,"All clusters"
"3347",1,"All clusters"
"3348",1,"All clusters"
"3349",1,"All clusters"
"3350",1,"All clusters"
"3351",1,"All clusters"
"3352",1,"All clusters"
"3353",1,"All clusters"
"3354",1,"All clusters"
"3355",1,"All clusters"
"3356",1,"All clusters"
"3357",1,"All clusters"
"3358",1,"All clusters"
"3359",1,"All clusters"
"3360",1,"All clusters"
"3361",1,"All clusters"
"3362",1,"All clusters"
"3363",1,"All clusters"
"3364",1,"All clusters"
"3365",1,"All clusters"
"3366",1,"All clusters"
"3367",1,"All clusters"
"3368",1,"All clusters"
"3369",1,"All clusters"
"3370",1,"All clusters"
"3371",1,"All clusters"
"3372",1,"All clusters"
"3373",1,"All clusters"
"3374",1,"All clusters"
"3375",1,"All clusters"
"3376",1,"All clusters"
"3377",1,"All clusters"
"3378",1,"All clusters"
"3379",1,"All clusters"
"3380",1,"All clusters"
"3381",1,"All clusters"
"3382",1,"All clusters"
"3383",1,"All clusters"
"3384",1,"All clusters"
"3385",1,"All clusters"
"3386",1,"All clusters"
"3387",1,"All clusters"
"3388",1,"All clusters"
"3389",1,"All clusters"
"3390",1,"All clusters"
"3391",1,"All clusters"
"3392",1,"All clusters"
"3393",1,"All clusters"
"3394",1,"All clusters"
"3395",1,"All clusters"
"3396",1,"All clusters"
"3397",1,"All clusters"
"3398",1,"All clusters"
"3399",1,"All clusters"
"3400",1,"All clusters"
"3401",1,"All clusters"
"3402",1,"All clusters"
"3403",1,"All clusters"
"3404",1,"All clusters"
"3405",1,"All clusters"
"3406",1,"All clusters"
"3407",1,"All clusters"
"3408",1,"All clusters"
"3409",1,"All clusters"
"3410",1,"All clusters"
"3411",1,"All clusters"
"3412",1,"All clusters"
"3413",1,"All clusters"
"3414",1,"All clusters"
"3415",1,"All clusters"
"3416",1,"All clusters"
"3417",1,"All clusters"
"3418",1,"All clusters"
"3419",1,"All clusters"
"3420",1,"All clusters"
"3421",1,"All clusters"
"3422",1,"All clusters"
"3423",1,"All clusters"
"3424",1,"All clusters"
"3425",1,"All clusters"
"3426",1,"All clusters"
"3427",1,"All clusters"
"3428",1,"All clusters"
"3429",1,"All clusters"
"3430",1,"All clusters"
"3431",1,"All clusters"
"3432",1,"All clusters"
"3433",1,"All clusters"
"3434",1,"All clusters"
"3435",1,"All clusters"
"3436",1,"All clusters"
"3437",1,"All clusters"
"3438",1,"All clusters"
"3439",1,"All clusters"
"3440",1,"All clusters"
"3441",1,"All clusters"
"3442",1,"All clusters"
"3443",1,"All clusters"
"3444",1,"All clusters"
"3445",1,"All clusters"
"3446",1,"All clusters"
"3447",1,"All clusters"
"3448",1,"All clusters"
"3449",1,"All clusters"
"3450",1,"All clusters"
"3451",1,"All clusters"
"3452",1,"All clusters"
"3453",1,"All clusters"
"3454",1,"All clusters"
"3455",1,"All clusters"
"3456",1,"All clusters"
"3457",1,"All clusters"
"3458",1,"All clusters"
"3459",1,"All clusters"
"3460",1,"All clusters"
"3461",1,"All clusters"
"3462",1,"All clusters"
"3463",1,"All clusters"
"3464",1,"All clusters"
"3465",1,"All clusters"
"3466",1,"All clusters"
"3467",1,"All clusters"
"3468",1,"All clusters"
"3469",1,"All clusters"
"3470",1,"All clusters"
"3471",1,"All clusters"
"3472",1,"All clusters"
"3473",1,"All clusters"
"3474",1,"All clusters"
"3475",1,"All clusters"
"3476",1,"All clusters"
"3477",1,"All clusters"
"3478",1,"All clusters"
"3479",1,"All clusters"
"3480",1,"All clusters"
"3481",1,"All clusters"
"3482",1,"All clusters"
"3483",1,"All clusters"
"3484",1,"All clusters"
"3485",1,"All clusters"
"3486",1,"All clusters"
"3487",1,"All clusters"
"3488",1,"All clusters"
"3489",1,"All clusters"
"3490",1,"All clusters"
"3491",1,"All clusters"
"3492",1,"All clusters"
"3493",1,"All clusters"
"3494",1,"All clusters"
"3495",1,"All clusters"
"3496",1,"All clusters"
"3497",1,"All clusters"
"3498",1,"All clusters"
"3499",1,"All clusters"
"3500",1,"All clusters"
"3501",1,"All clusters"
"3502",1,"All clusters"
"3503",1,"All clusters"
"3504",1,"All clusters"
"3505",1,"All clusters"
"3506",1,"All clusters"
"3507",1,"All clusters"
"3508",1,"All clusters"
"3509",1,"All clusters"
"3510",1,"All clusters"
"3511",1,"All clusters"
"3512",1,"All clusters"
"3513",1,"All clusters"
"3514",1,"All clusters"
"3515",1,"All clusters"
"3516",1,"All clusters"
"3517",1,"All clusters"
"3518",1,"All clusters"
"3519",1,"All clusters"
"3520",1,"All clusters"
"3521",1,"All clusters"
"3522",1,"All clusters"
"3523",1,"All clusters"
"3524",1,"All clusters"
"3525",1,"All clusters"
"3526",1,"All clusters"
"3527",1,"All clusters"
"3528",1,"All clusters"
"3529",1,"All clusters"
"3530",1,"All clusters"
"3531",1,"All clusters"
"3532",1,"All clusters"
"3533",1,"All clusters"
"3534",1,"All clusters"
"3535",1,"All clusters"
"3536",1,"All clusters"
"3537",1,"All clusters"
"3538",1,"All clusters"
"3539",1,"All clusters"
"3540",1,"All clusters"
"3541",1,"All clusters"
"3542",1,"All clusters"
"3543",1,"All clusters"
"3544",1,"All clusters"
"3545",1,"All clusters"
"3546",1,"All clusters"
"3547",1,"All clusters"
"3548",1,"All clusters"
"3549",1,"All clusters"
"3550",1,"All clusters"
"3551",1,"All clusters"
"3552",1,"All clusters"
"3553",1,"All clusters"
"3554",1,"All clusters"
"3555",1,"All clusters"
"3556",1,"All clusters"
"3557",1,"All clusters"
"3558",1,"All clusters"
"3559",1,"All clusters"
"3560",1,"All clusters"
"3561",1,"All clusters"
"3562",1,"All clusters"
"3563",1,"All clusters"
"3564",1,"All clusters"
"3565",1,"All clusters"
"3566",1,"All clusters"
"3567",1,"All clusters"
"3568",1,"All clusters"
"3569",1,"All clusters"
"3570",1,"All clusters"
"3571",1,"All clusters"
"3572",1,"All clusters"
"3573",1,"All clusters"
"3574",1,"All clusters"
"3575",1,"All clusters"
"3576",1,"All clusters"
"3577",1,"All clusters"
"3578",1,"All clusters"
"3579",1,"All clusters"
"3580",1,"All clusters"
"3581",1,"All clusters"
"3582",1,"All clusters"
"3583",1,"All clusters"
"3584",1,"All clusters"
"3585",1,"All clusters"
"3586",1,"All clusters"
"3587",1,"All clusters"
"3588",1,"All clusters"
"3589",1,"All clusters"
"3590",1,"All clusters"
"3591",1,"All clusters"
"3592",1,"All clusters"
"3593",1,"All clusters"
"3594",1,"All clusters"
"3595",1,"All clusters"
"3596",1,"All clusters"
"3597",1,"All clusters"
"3598",1,"All clusters"
"3599",1,"All clusters"
"3600",1,"All clusters"
"3601",1,"All clusters"
"3602",1,"All clusters"
"3603",1,"All clusters"
"3604",1,"All clusters"
"3605",1,"All clusters"
"3606",1,"All clusters"
"3607",1,"All clusters"
"3608",1,"All clusters"
"3609",1,"All clusters"
"3610",1,"All clusters"
"3611",1,"All clusters"
"3612",1,"All clusters"
"3613",1,"All clusters"
"3614",1,"All clusters"
"3615",1,"All clusters"
"3616",1,"All clusters"
"3617",1,"All clusters"
"3618",1,"All clusters"
"3619",1,"All clusters"
"3620",1,"All clusters"
"3621",1,"All clusters"
"3622",1,"All clusters"
"3623",1,"All clusters"
"3624",1,"All clusters"
"3625",1,"All clusters"
"3626",1,"All clusters"
"3627",1,"All clusters"
"3628",1,"All clusters"
"3629",1,"All clusters"
"3630",1,"All clusters"
"3631",1,"All clusters"
"3632",1,"All clusters"
"3633",1,"All clusters"
"3634",1,"All clusters"
"3635",1,"All clusters"
"3636",1,"All clusters"
"3637",1,"All clusters"
"3638",1,"All clusters"
"3639",1,"All clusters"
"3640",1,"All clusters"
"3641",1,"All clusters"
"3642",1,"All clusters"
"3643",1,"All clusters"
"3644",1,"All clusters"
"3645",1,"All clusters"
"3646",1,"All clusters"
"3647",1,"All clusters"
"3648",1,"All clusters"
"3649",1,"All clusters"
"3650",1,"All clusters"
"3651",1,"All clusters"
"3652",1,"All clusters"
"3653",1,"All clusters"
"3654",1,"All clusters"
"3655",1,"All clusters"
"3656",1,"All clusters"
"3657",1,"All clusters"
"3658",1,"All clusters"
"3659",1,"All clusters"
"3660",1,"All clusters"
"3661",1,"All clusters"
"3662",1,"All clusters"
"3663",1,"All clusters"
"3664",1,"All clusters"
"3665",1,"All clusters"
"3666",1,"All clusters"
"3667",1,"All clusters"
"3668",1,"All clusters"
"3669",1,"All clusters"
"3670",1,"All clusters"
"3671",1,"All clusters"
"3672",1,"All clusters"
"3673",1,"All clusters"
"3674",1,"All clusters"
"3675",1,"All clusters"
"3676",1,"All clusters"
"3677",1,"All clusters"
"3678",1,"All clusters"
"3679",1,"All clusters"
"3680",1,"All clusters"
"3681",1,"All clusters"
"3682",1,"All clusters"
"3683",1,"All clusters"
"3684",1,"All clusters"
"3685",1,"All clusters"
"3686",1,"All clusters"
"3687",1,"All clusters"
"3688",1,"All clusters"
"3689",1,"All clusters"
"3690",1,"All clusters"
"3691",1,"All clusters"
"3692",1,"All clusters"
"3693",1,"All clusters"
"3694",1,"All clusters"
"3695",1,"All clusters"
"3696",1,"All clusters"
"3697",1,"All clusters"
"3698",1,"All clusters"
"3699",1,"All clusters"
"3700",1,"All clusters"
"3701",1,"All clusters"
"3702",1,"All clusters"
"3703",1,"All clusters"
"3704",1,"All clusters"
"3705",1,"All clusters"
"3706",1,"All clusters"
"3707",1,"All clusters"
"3708",1,"All clusters"
"3709",1,"All clusters"
"3710",1,"All clusters"
"3711",1,"All clusters"
"3712",1,"All clusters"
"3713",1,"All clusters"
"3714",1,"All clusters"
"3715",1,"All clusters"
"3716",1,"All clusters"
"3717",1,"All clusters"
"3718",1,"All clusters"
"3719",1,"All clusters"
"3720",1,"All clusters"
"3721",1,"All clusters"
"3722",1,"All clusters"
"3723",1,"All clusters"
"3724",1,"All clusters"
"3725",1,"All clusters"
"3726",1,"All clusters"
"3727",1,"All clusters"
"3728",1,"All clusters"
"3729",1,"All clusters"
"3730",1,"All clusters"
"3731",1,"All clusters"
"3732",1,"All clusters"
"3733",1,"All clusters"
"3734",1,"All clusters"
"3735",1,"All clusters"
"3736",1,"All clusters"
"3737",1,"All clusters"
"3738",1,"All clusters"
"3739",1,"All clusters"
"3740",1,"All clusters"
"3741",1,"All clusters"
"3742",1,"All clusters"
"3743",1,"All clusters"
"3744",1,"All clusters"
"3745",1,"All clusters"
"3746",1,"All clusters"
"3747",1,"All clusters"
"3748",1,"All clusters"
"3749",1,"All clusters"
"3750",1,"All clusters"
"3751",1,"All clusters"
"3752",1,"All clusters"
"3753",1,"All clusters"
"3754",1,"All clusters"
"3755",1,"All clusters"
"3756",1,"All clusters"
"3757",1,"All clusters"
"3758",1,"All clusters"
"3759",1,"All clusters"
"3760",1,"All clusters"
"3761",1,"All clusters"
"3762",1,"All clusters"
"3763",1,"All clusters"
"3764",1,"All clusters"
"3765",1,"All clusters"
"3766",1,"All clusters"
"3767",1,"All clusters"
"3768",1,"All clusters"
"3769",1,"All clusters"
"3770",1,"All clusters"
"3771",1,"All clusters"
"3772",1,"All clusters"
"3773",1,"All clusters"
"3774",1,"All clusters"
"3775",1,"All clusters"
"3776",1,"All clusters"
"3777",1,"All clusters"
"3778",1,"All clusters"
"3779",1,"All clusters"
"3780",1,"All clusters"
"3781",1,"All clusters"
"3782",1,"All clusters"
"3783",1,"All clusters"
"3784",1,"All clusters"
"3785",1,"All clusters"
"3786",1,"All clusters"
"3787",1,"All clusters"
"3788",1,"All clusters"
"3789",1,"All clusters"
"3790",1,"All clusters"
